Patch_ID,OS_Type,Patch_Type,Patch_Severity,Systems_Affected,Server_Usage,Prev_Incidents,Patch_Size_MB,Applied_During_Peak,Pre_Health_Score,Post_Health_Score,Downtime_Mins,Result
P2248,Ubuntu,Feature,Medium,65,Medium,0,132,No,98.2,96.1,3.2,Safe
P2249,Windows,Bugfix,Medium,74,Medium,1,413,No,86.0,79.9,4.9,Safe
P2250,Windows,Bugfix,Medium,82,Low,0,416,No,94.1,94.1,0.1,Safe
P2251,RHEL,Security,Critical,72,Low,0,109,No,79.2,76.4,3.8,Risky
P2252,RHEL,Bugfix,Medium,94,Medium,1,88,No,76.2,72.8,5.5,Safe
P2253,RHEL,Security,Low,21,Medium,2,172,No,83.4,76.7,11.6,Risky
P2254,Windows,Security,High,23,Medium,0,341,No,85.1,79.4,9.3,Safe
P2255,RHEL,Security,Medium,55,Low,0,326,No,89.2,90.4,0.6,Safe
P2256,RHEL,Bugfix,Low,74,High,0,474,Yes,99.7,93.0,10.0,Safe
P2257,RHEL,Security,Medium,67,Low,2,423,Yes,96.1,91.0,6.4,Safe
P2258,RHEL,Security,Medium,97,Medium,0,353,No,98.2,95.9,3.2,Safe
P2259,Windows,Feature,High,79,Medium,0,331,No,77.7,60.8,17.9,Risky
P2260,RHEL,Security,Low,84,Low,1,240,Yes,82.1,78.0,6.3,Safe
P2261,Windows,Bugfix,High,34,Medium,0,341,No,94.7,93.6,1.6,Safe
P2262,RHEL,Bugfix,Medium,29,Medium,0,201,No,97.1,94.7,3.4,Safe
P2263,RHEL,Security,Low,79,High,0,433,Yes,92.4,87.3,9.2,Safe
P2264,RHEL,Feature,Critical,75,High,1,282,No,79.4,65.7,8.9,Risky
P2265,RHEL,Security,Medium,30,Medium,0,454,No,74.6,68.9,5.4,Safe
P2266,RHEL,Bugfix,Low,60,Medium,0,195,No,87.3,81.1,7.8,Risky
P2267,RHEL,Bugfix,Medium,26,Low,0,320,Yes,76.1,72.7,6.6,Safe
P2268,Windows,Bugfix,High,93,Medium,1,384,Yes,89.6,78.8,6.6,Risky
P2269,RHEL,Bugfix,Medium,23,Low,0,183,No,97.5,95.6,1.9,Safe
P2270,Windows,Security,Low,35,Medium,1,220,No,86.9,81.3,10.6,Safe
P2271,Ubuntu,Security,Low,30,Low,1,464,No,71.9,63.9,14.8,Risky
P2272,Windows,Feature,Low,46,Medium,0,77,No,79.9,76.1,6.9,Safe
P2273,RHEL,Bugfix,High,45,Medium,1,185,No,93.6,91.7,1.9,Safe
P2274,RHEL,Feature,Medium,27,High,0,462,No,89.7,80.3,16.6,Safe
P2275,RHEL,Feature,Low,51,Medium,0,454,No,90.5,88.7,2.3,Safe
P2276,RHEL,Feature,Low,17,High,0,425,No,100.0,89.5,15.0,Safe
P2277,Ubuntu,Bugfix,Medium,93,Medium,0,290,No,88.5,85.6,2.5,Safe
P2278,RHEL,Security,Critical,70,Medium,0,393,No,88.2,80.1,12.7,Risky
P2279,RHEL,Feature,Medium,70,Medium,1,491,No,93.6,84.8,8.7,Risky
P2280,Windows,Bugfix,Critical,20,Low,0,493,No,73.3,62.0,11.5,Risky
P2281,Windows,Security,Medium,77,High,0,483,No,80.5,77.0,5.2,Safe
P2282,Windows,Feature,Low,32,Medium,0,277,No,77.6,70.3,6.3,Safe
P2283,RHEL,Feature,High,81,High,1,336,No,91.5,81.1,8.8,Risky
P2284,RHEL,Bugfix,Medium,39,Medium,0,352,Yes,75.8,71.9,4.2,Safe
P2285,Windows,Security,High,45,High,1,83,Yes,90.6,83.5,12.0,Risky
P2286,RHEL,Security,Critical,81,Medium,0,51,No,82.8,75.0,6.5,Safe
P2287,RHEL,Feature,Low,35,Low,0,411,No,81.4,73.7,13.0,Safe
P2288,RHEL,Kernel,Low,89,Low,2,244,No,94.1,88.2,9.2,Risky
P2289,RHEL,Security,High,36,Medium,0,143,No,71.7,63.0,13.1,Safe
P2290,RHEL,Security,Low,58,Medium,1,377,No,80.1,76.2,4.8,Safe
P2291,RHEL,Feature,Low,76,Low,0,357,Yes,100.0,96.2,6.1,Safe
P2292,Windows,Security,Low,63,High,1,184,No,100.0,100.0,0.0,Safe
P2293,Windows,Bugfix,Low,45,Medium,0,253,No,66.9,60.6,6.0,Safe
P2294,Ubuntu,Kernel,High,70,High,1,299,No,79.9,72.0,12.0,Risky
P2295,RHEL,Security,Low,58,High,0,196,No,85.6,84.9,1.5,Safe
P2296,RHEL,Bugfix,Medium,44,Medium,0,395,No,70.9,68.5,1.2,Safe
P2297,RHEL,Security,Medium,32,High,0,397,No,100.0,94.4,7.0,Safe
P2298,Windows,Security,Medium,41,Medium,0,303,No,85.3,83.2,3.9,Safe
P2299,Windows,Feature,Low,69,High,0,448,No,83.1,76.5,12.0,Risky
P2300,RHEL,Bugfix,High,78,Medium,1,383,No,88.8,84.5,2.3,Safe
P2301,Ubuntu,Kernel,Low,59,Medium,0,225,No,88.7,80.4,10.7,Safe
P2302,RHEL,Bugfix,High,8,Medium,1,174,No,76.5,71.0,2.8,Risky
P2303,Windows,Security,High,14,Medium,1,300,No,98.2,90.0,13.7,Risky
P2304,Windows,Security,Medium,51,Medium,1,447,No,86.6,80.6,5.8,Safe
P2305,Ubuntu,Security,Medium,79,Medium,0,180,No,98.1,96.0,3.4,Safe
P2306,Windows,Security,Medium,18,Low,0,99,No,79.2,75.2,7.8,Safe
P2307,Ubuntu,Security,Medium,42,High,1,142,No,67.0,61.4,11.0,Risky
P2308,RHEL,Security,High,16,Medium,0,429,No,99.4,89.9,17.4,Safe
P2309,Ubuntu,Bugfix,High,49,Medium,2,359,No,92.4,82.0,8.4,Safe
P2310,RHEL,Feature,Medium,21,Medium,0,439,No,96.7,92.3,3.5,Risky
P2311,Ubuntu,Bugfix,Medium,84,Medium,0,482,No,97.3,95.8,2.2,Safe
P2312,Windows,Feature,Critical,39,High,1,456,No,85.2,66.1,25.1,Risky
P2313,Ubuntu,Security,Critical,70,Medium,1,269,Yes,81.3,67.9,6.9,Safe
P2314,RHEL,Security,Medium,79,Low,1,383,No,84.1,80.7,3.7,Safe
P2315,Windows,Bugfix,Medium,45,Medium,0,383,No,90.5,86.1,8.3,Safe
P2316,Windows,Bugfix,Low,71,Medium,1,69,No,87.8,83.7,7.5,Safe
P2317,Windows,Security,Critical,33,High,0,254,No,66.7,54.9,9.5,Risky
P2318,RHEL,Feature,Low,22,Medium,1,140,No,83.8,79.5,4.6,Safe
P2319,RHEL,Feature,Medium,24,High,0,493,No,99.1,92.3,9.2,Safe
P2320,RHEL,Bugfix,Low,18,Medium,0,404,No,85.0,82.6,4.2,Safe
P2321,RHEL,Security,Low,38,High,0,222,No,100.0,97.5,3.3,Safe
P2322,Ubuntu,Feature,Medium,53,Low,0,238,No,75.4,63.3,23.6,Safe
P2323,RHEL,Bugfix,Critical,58,High,1,361,Yes,88.5,81.5,11.8,Risky
P2324,Ubuntu,Feature,Low,35,High,0,51,No,75.1,69.3,11.2,Safe
P2325,RHEL,Feature,Medium,62,High,0,410,No,76.4,67.3,14.6,Risky
P2326,RHEL,Feature,Low,46,Low,2,478,No,76.5,71.9,8.5,Risky
P2327,Windows,Bugfix,Low,62,Low,1,217,No,100.0,97.2,5.0,Safe
P2328,Windows,Security,Medium,86,Medium,0,417,No,82.5,77.1,4.8,Safe
P2329,RHEL,Bugfix,Medium,34,Low,0,73,No,78.0,72.8,4.3,Safe
P2330,Windows,Bugfix,Low,29,Low,0,462,Yes,85.0,77.2,14.0,Safe
P2331,Windows,Feature,Medium,67,Low,2,414,No,82.8,68.9,8.7,Risky
P2332,RHEL,Security,Low,23,Medium,0,117,No,93.1,92.3,0.9,Safe
P2333,Ubuntu,Security,Medium,76,Medium,1,419,No,64.6,52.0,21.9,Risky
P2334,Ubuntu,Feature,Critical,96,Low,1,243,No,75.5,69.0,11.0,Risky
P2335,Windows,Feature,Critical,12,Low,1,133,Yes,93.5,81.1,8.8,Risky
P2336,RHEL,Kernel,Medium,99,Medium,1,487,No,80.1,73.7,8.0,Risky
P2337,Windows,Feature,Medium,7,Medium,0,486,Yes,77.5,70.4,8.6,Risky
P2338,RHEL,Bugfix,Critical,71,Low,1,256,No,77.0,68.2,8.7,Risky
P2339,RHEL,Bugfix,Low,90,Medium,1,98,No,92.2,88.1,7.7,Safe
P2340,RHEL,Feature,High,85,High,2,81,Yes,91.8,79.2,18.6,Risky
P2341,RHEL,Bugfix,Critical,21,High,0,366,Yes,94.6,85.2,18.6,Safe
P2342,Ubuntu,Bugfix,Low,18,High,0,219,Yes,73.4,64.5,5.3,Safe
P2343,Windows,Security,Low,13,High,0,178,No,72.8,69.2,3.9,Safe
P2344,Windows,Bugfix,Critical,66,Medium,0,496,No,96.4,89.2,12.7,Risky
P2345,RHEL,Feature,Medium,98,Medium,2,151,No,87.1,81.0,6.9,Safe
P2346,RHEL,Security,Low,25,Medium,0,84,No,78.9,78.5,0.4,Safe
P2347,RHEL,Security,Low,80,Medium,1,356,No,83.4,83.0,0.8,Safe
P2348,Ubuntu,Security,Medium,41,Low,0,248,No,72.7,69.3,6.1,Safe
P2349,RHEL,Security,Medium,15,Medium,0,350,No,79.7,76.1,4.7,Safe
P2350,Ubuntu,Security,High,24,Medium,0,126,No,86.6,79.8,9.1,Safe
P2351,Windows,Bugfix,Critical,39,Low,1,418,No,88.5,82.6,3.0,Risky
P2352,RHEL,Kernel,Low,57,Medium,1,370,No,84.1,75.5,17.0,Risky
P2353,Windows,Bugfix,Medium,51,Low,1,63,No,83.1,80.3,4.9,Safe
P2354,RHEL,Security,Medium,79,Low,1,398,No,92.3,86.1,3.5,Safe
P2355,Ubuntu,Security,Medium,56,Low,0,180,No,84.0,78.8,4.0,Risky
P2356,Ubuntu,Bugfix,Low,12,Medium,2,287,No,80.5,68.6,20.6,Safe
P2357,RHEL,Security,Critical,8,Low,0,329,No,77.4,64.3,8.2,Risky
P2358,RHEL,Feature,High,31,High,0,114,No,67.3,55.5,22.7,Risky
P2359,Windows,Bugfix,Medium,48,Medium,0,481,No,91.5,88.7,5.6,Safe
P2360,Ubuntu,Feature,Medium,44,Medium,0,187,No,99.6,93.3,11.7,Safe
P2361,RHEL,Security,Low,51,Low,2,318,No,76.7,63.8,20.9,Safe
P2362,Windows,Bugfix,Medium,98,Medium,0,277,No,72.3,72.0,0.3,Safe
P2363,Windows,Security,Medium,48,Medium,0,250,No,78.8,76.1,1.7,Safe
P2364,Windows,Kernel,Medium,52,Medium,0,191,No,87.9,79.8,13.0,Risky
P2365,RHEL,Bugfix,Critical,95,Medium,0,149,No,79.9,70.0,10.9,Risky
P2366,Windows,Security,Medium,89,High,0,187,No,79.8,80.7,1.2,Safe
P2367,Ubuntu,Security,Medium,56,High,0,217,No,84.2,78.8,5.0,Safe
P2368,RHEL,Security,High,88,Medium,0,456,No,86.0,76.6,8.1,Safe
P2369,RHEL,Bugfix,Low,72,Low,0,148,No,88.7,86.1,2.6,Risky
P2370,Ubuntu,Security,Medium,15,Medium,0,360,No,82.0,77.8,7.3,Safe
P2371,RHEL,Bugfix,Medium,81,Medium,0,368,No,81.9,78.9,3.4,Safe
P2372,Ubuntu,Security,Medium,77,Medium,2,376,No,65.8,57.1,8.4,Risky
P2373,RHEL,Bugfix,High,8,High,0,475,No,94.4,90.3,4.7,Safe
P2374,RHEL,Feature,Medium,80,Medium,0,404,No,87.5,80.1,4.1,Safe
P2375,Ubuntu,Feature,High,77,High,0,115,No,100.0,87.3,23.4,Risky
P2376,RHEL,Feature,Medium,81,Low,0,384,No,90.1,82.6,10.0,Safe
P2377,Windows,Security,Medium,52,Low,1,378,No,84.3,82.3,1.3,Safe
P2378,RHEL,Security,High,30,Low,0,96,No,70.1,64.8,5.0,Safe
P2379,Windows,Bugfix,Low,81,High,0,386,Yes,68.7,57.1,22.8,Risky
P2380,RHEL,Security,Low,43,High,0,431,No,95.5,97.0,2.1,Safe
P2381,RHEL,Bugfix,Medium,96,Medium,1,280,No,90.6,88.0,2.4,Safe
P2382,Ubuntu,Security,Low,62,Medium,1,357,No,99.7,98.3,1.5,Safe
P2383,RHEL,Security,Low,23,Medium,1,195,No,94.3,92.9,1.3,Safe
P2384,Windows,Security,Medium,92,High,1,256,No,81.3,75.8,3.0,Safe
P2385,RHEL,Feature,Medium,87,High,1,195,No,62.0,52.8,16.2,Risky
P2386,Windows,Security,Medium,81,Medium,0,201,No,91.0,87.9,2.9,Risky
P2387,RHEL,Bugfix,Critical,81,Medium,2,328,No,74.8,62.7,21.3,Risky
P2388,Ubuntu,Security,Medium,62,Low,1,189,No,83.2,79.6,4.4,Safe
P2389,RHEL,Bugfix,High,32,Medium,1,200,No,89.1,82.9,4.8,Safe
P2390,RHEL,Security,Low,70,Medium,0,70,No,78.7,75.9,4.7,Safe
P2391,RHEL,Feature,Medium,14,Low,2,303,No,76.7,63.9,13.7,Risky
P2392,RHEL,Feature,High,90,High,1,113,Yes,81.9,74.3,11.9,Risky
P2393,Windows,Security,Medium,81,Medium,1,267,No,64.5,64.0,0.9,Risky
P2394,RHEL,Kernel,High,62,High,0,121,No,74.7,64.6,19.6,Risky
P2395,Ubuntu,Kernel,Medium,77,Low,1,211,No,74.5,63.2,7.1,Risky
P2396,RHEL,Feature,Low,18,Medium,0,179,No,82.6,79.7,1.5,Safe
P2397,RHEL,Feature,Medium,88,Medium,0,118,No,75.5,71.6,5.1,Safe
P2398,Windows,Security,Medium,19,Low,0,464,No,79.8,77.1,2.4,Safe
P2399,Windows,Bugfix,High,37,Medium,1,274,Yes,80.6,69.9,12.9,Risky
P2400,RHEL,Security,Low,21,Low,0,295,No,100.0,98.0,1.2,Safe
P2401,RHEL,Security,Critical,28,Low,1,117,No,92.7,86.0,8.4,Safe
P2402,RHEL,Kernel,Critical,34,Low,0,452,Yes,83.8,70.0,9.5,Risky
P2403,Windows,Security,Low,66,Low,0,433,No,89.5,90.6,2.0,Safe
P2404,Windows,Feature,Medium,17,Medium,1,156,Yes,94.2,91.2,5.0,Safe
P2405,RHEL,Feature,High,66,Low,0,158,No,87.9,76.7,6.8,Safe
P2406,Ubuntu,Feature,Critical,51,Medium,0,377,No,74.7,67.9,11.8,Risky
P2407,Ubuntu,Kernel,Medium,20,Medium,1,152,Yes,83.6,72.7,10.8,Risky
P2408,Windows,Security,Medium,70,Medium,2,190,No,75.2,67.9,7.5,Risky
P2409,Ubuntu,Security,Medium,85,High,0,114,No,81.7,84.0,1.7,Safe
P2410,RHEL,Bugfix,Medium,47,Medium,0,183,No,83.4,77.8,9.9,Safe
P2411,RHEL,Security,Low,12,Medium,1,248,No,95.5,92.0,3.9,Safe
P2412,RHEL,Security,High,7,Low,0,417,Yes,77.1,61.6,8.9,Safe
P2413,RHEL,Security,Low,16,Medium,0,204,No,76.3,74.4,3.6,Safe
P2414,Windows,Feature,Low,88,High,2,128,No,77.8,70.5,6.5,Risky
P2415,Ubuntu,Bugfix,Medium,20,Medium,1,485,Yes,78.9,77.4,2.9,Risky
P2416,RHEL,Security,Medium,82,Low,1,431,No,81.8,79.5,2.2,Safe
P2417,RHEL,Bugfix,Medium,84,Medium,1,299,No,88.3,82.4,10.3,Safe
P2418,RHEL,Security,Medium,63,Medium,0,426,No,77.1,71.1,9.1,Safe
P2419,Ubuntu,Security,Medium,53,Medium,0,136,No,86.1,80.8,9.6,Safe
P2420,RHEL,Feature,Low,67,Medium,0,353,No,86.3,79.5,13.2,Safe
P2421,Windows,Bugfix,Medium,66,Low,1,290,Yes,90.5,80.3,18.5,Safe
P2422,RHEL,Feature,Critical,53,High,0,137,No,82.9,64.4,20.4,Risky
P2423,RHEL,Security,Medium,55,Low,0,373,No,93.3,92.7,1.1,Safe
P2424,Ubuntu,Feature,Medium,37,Low,0,221,Yes,88.7,84.9,6.0,Safe
P2425,Ubuntu,Bugfix,Medium,34,Medium,0,406,No,88.2,81.3,4.1,Safe
P2426,RHEL,Bugfix,Critical,63,Low,0,66,No,79.5,76.1,6.4,Safe
P2427,Ubuntu,Bugfix,Low,80,Low,0,272,No,87.7,85.0,3.3,Safe
P2428,Windows,Feature,Medium,19,Low,0,343,No,88.5,83.7,3.4,Risky
P2429,Ubuntu,Bugfix,High,86,Medium,0,443,No,79.0,70.5,9.7,Safe
P2430,RHEL,Bugfix,Medium,96,High,2,359,Yes,96.9,89.8,10.1,Risky
P2431,Windows,Kernel,Low,27,High,1,268,No,100.0,96.4,4.9,Safe
P2432,RHEL,Feature,Medium,82,Medium,0,283,Yes,78.4,73.4,6.9,Risky
P2433,Windows,Bugfix,Low,98,Low,1,439,No,80.3,74.3,5.3,Safe
P2434,RHEL,Feature,Medium,49,Medium,1,297,Yes,80.5,67.2,19.3,Risky
P2435,RHEL,Security,High,66,Medium,0,439,No,71.9,66.2,10.6,Risky
P2436,RHEL,Security,Low,83,Low,0,101,No,76.2,73.3,3.2,Safe
P2437,Windows,Bugfix,High,75,Low,2,64,No,93.6,92.2,1.9,Safe
P2438,RHEL,Kernel,Low,19,Low,0,373,No,84.2,75.7,7.3,Safe
P2439,Windows,Kernel,High,50,Medium,0,490,Yes,100.0,87.1,7.4,Risky
P2440,Ubuntu,Security,Medium,68,Medium,0,161,No,82.1,77.3,6.7,Safe
P2441,RHEL,Bugfix,Low,50,High,0,233,No,89.2,86.6,1.5,Risky
P2442,Windows,Security,Low,60,Low,0,409,No,76.0,69.9,9.6,Risky
P2443,RHEL,Kernel,Critical,48,Low,1,56,No,83.9,72.5,17.2,Risky
P2444,Ubuntu,Kernel,Low,79,Medium,0,100,No,85.9,79.5,6.7,Safe
P2445,RHEL,Bugfix,Low,33,Medium,0,363,No,64.0,55.1,9.9,Safe
P2446,Windows,Feature,Medium,99,Low,2,290,No,76.8,60.5,30.4,Risky
P2447,Ubuntu,Feature,Medium,66,Low,2,294,No,91.4,82.7,4.5,Safe
P2448,Ubuntu,Bugfix,Medium,93,Low,0,497,No,90.8,86.9,5.3,Safe
P2449,Windows,Security,Low,56,Low,1,414,No,72.5,65.3,13.7,Safe
P2450,RHEL,Bugfix,Low,58,Low,0,416,No,81.4,76.8,8.6,Safe
P2451,Windows,Bugfix,Low,92,High,0,459,No,61.3,56.1,7.2,Safe
P2452,Ubuntu,Bugfix,Low,61,Medium,2,235,Yes,85.0,72.6,13.3,Risky
P2453,Windows,Security,Medium,87,Medium,0,336,No,97.6,95.0,1.7,Safe
P2454,RHEL,Kernel,High,70,Medium,1,499,No,98.0,90.2,6.0,Risky
P2455,Ubuntu,Security,Low,26,Low,0,141,Yes,97.7,100.0,3.5,Safe
P2456,Windows,Bugfix,Medium,24,Low,1,155,No,90.3,87.8,1.3,Safe
P2457,Windows,Bugfix,Medium,37,Medium,0,62,No,96.6,96.4,0.3,Risky
P2458,RHEL,Bugfix,Critical,76,Medium,1,195,No,83.1,71.6,15.9,Safe
P2459,Windows,Bugfix,Critical,29,Low,1,168,No,79.8,69.4,5.9,Risky
P2460,RHEL,Security,High,50,Medium,0,252,No,96.4,90.7,4.9,Risky
P2461,Windows,Security,Low,77,Medium,0,190,No,87.9,87.5,0.5,Safe
P2462,RHEL,Bugfix,Low,61,Low,0,164,No,67.0,61.4,3.1,Safe
P2463,Windows,Bugfix,Medium,91,Low,2,201,No,97.2,94.6,4.3,Safe
P2464,Ubuntu,Security,Low,9,Medium,0,106,No,82.8,78.0,8.9,Safe
P2465,RHEL,Feature,Medium,59,Medium,1,431,No,78.3,75.7,5.2,Risky
P2466,Ubuntu,Bugfix,High,65,Low,1,206,No,94.8,89.4,8.7,Safe
P2467,RHEL,Bugfix,High,93,Low,0,489,No,93.4,86.2,12.9,Safe
P2468,Ubuntu,Feature,High,12,Medium,0,359,No,75.4,70.4,7.2,Risky
P2469,Windows,Security,Medium,20,Low,0,182,No,83.4,82.0,1.7,Safe
P2470,Windows,Security,Medium,52,Medium,0,212,No,75.9,75.6,0.5,Safe
P2471,Windows,Feature,Medium,65,Medium,1,324,No,76.2,63.2,10.9,Risky
P2472,Ubuntu,Bugfix,Low,19,Low,0,232,No,55.1,50.0,3.3,Safe
P2473,RHEL,Bugfix,High,69,Low,0,126,No,74.9,67.8,11.5,Safe
P2474,RHEL,Feature,Low,26,Medium,1,374,No,83.3,78.2,9.9,Risky
P2475,Windows,Feature,Medium,7,Low,0,93,No,56.7,40.9,21.5,Risky
P2476,Ubuntu,Kernel,Medium,58,Low,0,255,No,71.3,65.4,7.2,Safe
P2477,Windows,Bugfix,Medium,18,Medium,1,87,No,91.1,87.4,4.8,Safe
P2478,Windows,Bugfix,High,40,Low,1,367,No,70.9,58.4,15.2,Risky
P2479,RHEL,Bugfix,Medium,86,Medium,0,71,No,83.4,84.2,0.9,Safe
P2480,Ubuntu,Security,High,86,Low,0,122,Yes,68.5,54.4,26.9,Risky
P2481,RHEL,Bugfix,Low,71,Medium,0,290,No,89.1,87.2,2.4,Safe
P2482,Windows,Security,Medium,14,Low,0,473,No,81.7,73.5,5.1,Safe
P2483,RHEL,Kernel,High,53,High,0,203,No,75.8,65.1,17.6,Risky
P2484,RHEL,Bugfix,Medium,69,Medium,1,286,No,58.6,46.4,13.2,Risky
P2485,RHEL,Bugfix,Critical,95,Low,0,430,No,76.1,65.2,17.0,Risky
P2486,RHEL,Security,Low,61,Medium,1,54,Yes,91.6,87.6,5.6,Safe
P2487,Windows,Security,Medium,31,Medium,1,270,No,100.0,100.0,0.0,Safe
P2488,RHEL,Security,Medium,79,Medium,0,359,No,82.8,80.1,1.6,Safe
P2489,RHEL,Bugfix,Critical,9,High,1,135,No,84.0,74.7,5.1,Risky
P2490,RHEL,Security,Low,75,Medium,0,226,No,78.2,72.1,6.5,Safe
P2491,RHEL,Bugfix,High,87,Low,0,308,No,97.3,95.4,2.9,Safe
P2492,RHEL,Feature,Medium,61,Medium,0,269,No,82.6,76.6,5.0,Safe
P2493,RHEL,Feature,Low,97,Low,0,87,No,93.9,92.5,1.7,Safe
P2494,Windows,Bugfix,Medium,19,Medium,0,191,Yes,87.5,87.7,0.4,Safe
P2495,Windows,Security,Medium,80,Medium,0,480,No,86.2,81.4,4.0,Safe
P2496,Windows,Feature,Medium,34,Low,0,447,No,74.8,67.1,13.7,Risky
P2497,RHEL,Feature,High,24,Low,0,284,No,100.0,96.2,6.6,Safe
P2498,RHEL,Security,Medium,41,Medium,0,252,No,99.7,99.7,0.0,Risky
P2499,Ubuntu,Feature,Medium,7,Medium,0,378,No,100.0,97.9,3.9,Safe
P2500,Windows,Security,Medium,77,Medium,0,343,No,74.0,64.7,11.7,Safe
P2501,RHEL,Feature,Low,45,Low,0,497,No,87.6,81.3,9.6,Safe
P2502,RHEL,Kernel,Low,43,Medium,0,221,No,77.1,72.2,7.0,Safe
P2503,RHEL,Security,Medium,30,Low,2,174,No,89.4,86.9,2.5,Safe
P2504,RHEL,Feature,Medium,6,Low,1,375,No,87.9,82.2,5.3,Risky
P2505,RHEL,Bugfix,Low,27,Low,0,114,No,80.9,79.6,1.2,Safe
P2506,Windows,Kernel,Medium,27,Low,1,330,No,82.7,75.2,6.2,Risky
P2507,Windows,Bugfix,Medium,89,Medium,1,321,No,100.0,96.7,5.4,Safe
P2508,Windows,Feature,Low,20,High,0,293,Yes,83.6,72.5,21.6,Risky
P2509,Windows,Security,Medium,13,Medium,0,64,No,63.0,61.5,2.7,Safe
P2510,Ubuntu,Security,Low,17,Low,0,275,No,79.6,74.8,4.0,Safe
P2511,Windows,Security,Critical,32,Medium,0,180,No,74.0,67.6,3.7,Risky
P2512,Ubuntu,Kernel,High,31,Medium,0,244,No,75.8,64.3,18.8,Risky
P2513,RHEL,Feature,High,55,Low,1,342,No,92.1,89.8,2.5,Risky
P2514,RHEL,Feature,Low,68,High,0,258,No,93.9,87.4,11.4,Safe
P2515,RHEL,Kernel,High,56,Medium,0,488,Yes,76.6,65.4,18.6,Risky
P2516,Windows,Security,High,85,High,1,430,No,79.5,69.7,14.0,Risky
P2517,Ubuntu,Security,High,42,Medium,0,162,No,78.0,71.3,6.0,Safe
P2518,RHEL,Security,Low,69,Medium,1,293,No,100.0,100.0,0.0,Risky
P2519,Ubuntu,Security,Medium,22,Low,0,215,No,94.2,93.7,0.5,Safe
P2520,RHEL,Security,High,67,Medium,2,240,No,91.8,88.2,4.6,Safe
P2521,Ubuntu,Bugfix,Medium,55,Low,0,306,No,74.7,64.3,20.4,Safe
P2522,RHEL,Security,Medium,13,High,1,376,Yes,67.9,50.8,10.2,Risky
P2523,RHEL,Security,Medium,17,Medium,1,267,No,97.3,98.5,1.0,Safe
P2524,RHEL,Security,Medium,44,High,0,408,No,100.0,98.7,1.9,Safe
P2525,RHEL,Security,Low,59,Medium,0,324,No,67.4,67.1,0.3,Safe
P2526,RHEL,Kernel,Medium,83,High,2,101,Yes,100.0,90.6,16.8,Safe
P2527,RHEL,Feature,Low,47,Low,1,423,No,83.9,75.1,6.3,Risky
P2528,Ubuntu,Kernel,Medium,48,Medium,0,207,No,86.7,78.6,15.7,Safe
P2529,Windows,Bugfix,Low,72,Medium,2,412,Yes,71.8,56.8,28.0,Risky
P2530,RHEL,Security,Medium,37,Medium,1,104,No,67.3,57.7,17.5,Safe
P2531,Windows,Feature,Low,28,Medium,0,63,Yes,62.4,49.0,10.1,Risky
P2532,Windows,Security,Medium,40,Low,1,318,No,95.3,92.9,2.4,Safe
P2533,RHEL,Security,High,14,Low,0,389,No,84.2,76.3,13.4,Safe
P2534,RHEL,Security,Low,24,High,1,139,No,89.6,83.7,10.1,Safe
P2535,RHEL,Security,Low,79,Medium,1,76,No,96.3,94.1,3.5,Safe
P2536,RHEL,Security,Low,16,Low,1,138,No,84.0,82.3,2.1,Safe
P2537,Windows,Security,High,66,Medium,0,442,No,100.0,93.7,6.1,Safe
P2538,RHEL,Bugfix,Medium,22,High,0,90,No,76.7,73.2,6.9,Safe
P2539,Windows,Security,Medium,98,Low,0,353,No,80.8,77.2,2.6,Safe
P2540,Windows,Security,Low,67,High,0,317,No,76.0,74.8,0.7,Safe
P2541,RHEL,Feature,Medium,88,High,0,187,No,93.4,88.1,2.7,Safe
P2542,Windows,Security,High,29,High,0,55,No,96.1,81.4,24.6,Safe
P2543,RHEL,Security,High,16,High,0,291,Yes,80.5,77.2,1.9,Risky
P2544,Ubuntu,Feature,Medium,25,Medium,0,211,Yes,71.1,63.2,10.3,Risky
P2545,RHEL,Security,Low,29,Medium,0,229,No,97.3,93.7,3.8,Safe
P2546,Ubuntu,Security,Low,15,Low,1,346,No,76.2,68.1,5.8,Safe
P2547,Windows,Bugfix,Low,68,Low,1,55,No,81.0,76.7,6.9,Safe
P2548,RHEL,Security,Low,77,Medium,2,435,No,74.3,60.5,8.0,Risky
P2549,Windows,Bugfix,Low,54,Medium,1,320,No,87.9,83.8,4.0,Safe
P2550,Ubuntu,Feature,Low,66,Low,2,450,No,77.3,66.3,14.7,Risky
P2551,Windows,Security,Medium,93,Medium,0,321,Yes,92.0,86.5,6.1,Safe
P2552,Ubuntu,Bugfix,Critical,53,Low,0,205,No,79.4,74.6,4.3,Risky
P2553,Ubuntu,Bugfix,Medium,18,High,1,134,Yes,90.4,84.4,11.4,Safe
P2554,RHEL,Security,High,5,Low,0,249,No,75.8,66.5,17.5,Safe
P2555,RHEL,Bugfix,High,85,Medium,0,59,No,97.3,91.5,6.5,Safe
P2556,Windows,Security,Low,29,Medium,0,187,No,80.0,81.3,1.5,Safe
P2557,RHEL,Bugfix,High,63,Low,2,291,No,85.9,79.1,6.6,Risky
P2558,Ubuntu,Security,Low,76,High,0,443,No,73.1,70.6,4.4,Safe
P2559,Ubuntu,Bugfix,Medium,73,Medium,0,250,No,84.8,83.5,1.8,Safe
P2560,RHEL,Security,Medium,9,Low,0,205,No,73.5,67.4,3.9,Risky
